,loss,accuracy,val_loss,val_accuracy
197,0.7902,0.9968,0.2191,0.9357
198,0.1599,0.8070,0.225,0.9415
199,0.7902,1.0000,0.2250,0.9415
200,0.1374,1.0000,0.1917,0.9474
201,0.6552,0.8187,0.1917,0.9415
202,0.1374,1.0000,0.1824,0.9474
203,0.6552,1.0000,0.1824,0.9474
204,0.1362,0.8596,0.1854,0.9415
205,0.695,1.0000,0.1854,0.9357
206,0.1362,1.0000,0.2386,0.9415
207,0.6950,0.8655,0.2385,0.9532
208,0.1403,0.9984,0.2179,0.9532
209,0.5864,0.9984,0.2071,0.9532
210,0.1403,0.8947,0.2015,0.9357
211,0.5864,0.9937,0.2114,0.9298
212,0.1466,0.9937,0.2158,0.9474
213,0.633,0.8713,0.2169,0.9591
214,0.1466,1.0000,0.2088,0.9591
215,0.6330,1.0000,0.2218,0.9591
216,0.1375,0.8889,0.1982,0.9591
217,0.6306,0.9984,0.1977,0.9591
218,0.1375,0.9984,0.2381,0.9591
219,0.6306,0.9123,0.2292,0.9649
220,0.1363,1.0000,0.2198,0.9649
221,0.5172,1.0000,0.2299,0.9649
222,0.1363,0.9123,0.2433,0.9708
223,0.5172,0.9984,0.2342,0.9708
224,0.1301,0.9984,0.1910,0.9708
225,0.4911,0.9123,0.2140,0.9708
226,0.1301,0.9984,0.2387,0.9766
227,0.4911,0.9984,0.2610,0.9708
228,0.1306,0.9123,0.2622,0.9708
229,0.4517,1.0000,0.2406,0.9649
230,0.1306,1.0000,0.2713,0.9591
231,0.4517,0.9181,0.2630,0.9591
232,0.1428,0.9984,0.2674,0.9649
233,0.4835,0.9984,0.3231,0.9708
234,0.1428,0.9064,0.2420,0.9766
235,0.4835,0.9937,0.2615,0.9766
236,0.1279,0.9937,0.2683,0.9766
237,0.4588,0.9357,0.2445,0.9825
238,0.1279,1.0000,0.3003,0.9825
239,0.4588,1.0000,0.3167,0.9825
240,0.1316,0.9181,0.2335,0.9825
241,0.4097,0.9968,0.2234,0.9825
242,0.1316,0.9968,0.2153,0.9825
243,0.4097,0.9240,0.2094,0.9825
244,0.1290,1.0000,0.2007,0.9825
245,0.3983,0.9240,0.2037,0.9825
246,0.1290,1.0000,0.2007,0.9825
247,0.3983,1.0000,0.2304,0.9825
248,0.1260,0.9357,0.2215,0.9825
249,0.4348,1.0000,0.2095,0.9825
250,0.1260,1.0000,0.2025,0.9825
251,0.4348,0.9298,0.1958,0.9825
252,0.1290,0.9984,0.1889,0.9825
253,0.3966,0.9181,0.1884,0.9825
254,0.1290,0.9984,0.3004,0.9825
255,0.3966,0.9984,0.2830,0.9825
256,0.1255,0.9532,0.2644,0.9825
257,0.3702,1.0000,0.2313,0.9825
258,0.1255,1.0000,0.1993,0.9825
259,0.3702,0.9357,0.1947,0.9825
260,0.1272,1.0000,0.1896,0.9825
261,0.3973,0.9240,0.1854,0.9825
262,0.1272,0.9937,0.1802,0.9825
263,0.3973,0.9006,0.1802,0.9825
264,0.1401,0.9984,0.166,0.9825
265,0.3674,0.9181,0.1660,0.9825
266,0.1401,1.0000,0.1611,0.9825
267,0.3674,0.9123,0.1611,0.9825
268,0.1298,0.9968,0.1587,0.9825
269,0.3384,0.9240,0.1587,0.9825
270,0.1298,1.0000,0.1565,0.9825
271,0.3384,0.9181,0.1565,0.9825
272,0.1318,1.0000,0.151,0.9825
273,0.3254,0.9123,0.1510,0.9825
274,0.1318,0.9953,0.1489,0.9825
275,0.3254,0.9181,0.1489,0.9825
276,0.1267,1.0000,0.147,0.9825
277,0.3258,0.9123,0.1470,0.9825
278,0.1240,0.9984,0.1462,0.9825
279,0.3146,0.9123,0.1462,0.9825
280,0.1240,1.0000,0.1466,0.9825
281,0.3146,0.9298,0.1466,0.9825
282,0.1212,1.0000,0.1447,0.9825
283,0.3082,0.9357,0.1447,0.9825
284,0.1212,1.0000,0.1471,0.9825
285,0.3082,0.9357,0.1512,0.9825
286,0.1279,1.0000,0.1481,0.9825
287,0.3189,0.9357,0.1509,0.9825
288,0.1246,0.9984,0.1429,0.9825
289,0.2644,0.9357,0.1429,0.9766
290,0.1246,1.0000,0.1419,0.9766
291,0.2644,0.9298,0.1419,0.9766
292,0.1234,1.0000,0.1413,0.9766
293,0.2851,0.9298,0.1413,0.9766
294,0.1234,1.0000,0.141,0.9766
295,0.2851,0.9298,0.1410,0.9766
296,0.1216,1.0000,0.1406,0.9766
297,0.3167,0.9298,0.1406,0.9766
298,0.1384,1.0000,0.1404,0.9766
299,0.3688,0.9357,0.1404,0.9766
300,0.1272,1.0000,0.1401,0.9766
301,0.3696,0.9415,0.1401,0.9766
302,0.1166,1.0000,0.1395,0.9766
303,0.3894,1.0000,0.1395,0.9766
304,0.1268,0.9474,0.1384,0.9766
305,0.3635,1.0000,0.1384,0.9766
306,0.1183,0.9298,0.1379,0.9766
307,0.3980,1.0000,0.1379,0.9766
308,0.1247,0.9474,0.1396,0.9766
309,0.3836,1.0000,0.1396,0.9766
310,0.1276,0.9298,0.138,0.9766
311,0.3940,1.0000,0.1380,0.9766
312,0.1159,0.9357,0.1368,0.9766
313,0.3966,1.0000,0.1368,0.9825
314,0.1203,0.9415,0.1366,0.9766
315,0.3957,1.0000,0.1366,0.9766
316,0.1181,0.9357,0.1317,0.9825
317,0.3519,1.0000,0.1317,0.9825
318,0.1154,0.9298,0.132,0.9825
319,0.3323,1.0000,0.1320,0.9766
320,0.1121,0.9357,0.131,0.9766
321,0.3267,0.9984,0.1310,0.9825
322,0.1160,0.9357,0.1336,0.9766
323,0.3185,1.0000,0.1336,0.9766
324,0.1159,0.9357,0.1332,0.9766
325,0.3471,1.0000,0.1332,0.9766
326,0.1161,0.9357,0.1337,0.9825
327,0.3581,1.0000,0.1337,0.9825
328,0.1147,0.9357,0.1333,0.9825
329,0.3938,1.0000,0.1333,0.9825
330,0.1147,0.9240,0.1338,0.9825
331,0.3980,1.0000,0.1338,0.9825
332,0.1092,0.9240,0.1344,0.9825
333,0.3905,1.0000,0.1344,0.9825
334,0.1084,0.9298,0.1337,0.9825
335,0.3668,0.9984,0.1337,0.9825
336,0.1108,0.9298,0.134,0.9825
337,0.2891,1.0000,0.1340,0.9825
338,0.1119,0.9474,0.1336,0.9825
339,0.276,1.0000,0.1336,0.9825
340,0.1119,0.9474,0.1338,0.9825
341,0.2760,1.0000,0.1338,0.9825
342,0.1150,0.9474,0.1336,0.9825
343,0.3202,1.0000,0.1336,0.9825
344,0.1140,0.9415,0.1325,0.9825
345,0.2793,1.0000,0.1325,0.9825
346,0.1127,1.0000,0.1303,0.9825
347,0.3399,0.9474,0.1303,0.9825
348,0.1114,0.9984,0.1296,0.9825
349,0.2934,0.9474,0.1296,0.9825
350,0.1086,1.0000,0.1291,0.9825
351,0.2876,1.0000,0.1291,0.9825
352,0.1125,0.9532,0.1258,0.9825
353,0.3098,1.0000,0.1258,0.9825
354,0.1091,1.0000,0.1251,0.9825
355,0.3247,0.9591,0.1251,0.9825
356,0.1091,1.0000,0.1251,0.9825
357,0.3299,1.0000,0.1251,0.9825
358,0.1146,0.9532,0.1246,0.9825
359,0.3092,0.9968,0.1246,0.9825
360,0.1088,0.9968,0.1242,0.9825
361,0.3162,0.9649,0.1242,0.9883
362,0.1052,1.0000,0.1242,0.9825
363,0.3122,1.0000,0.1242,0.9825
364,0.1046,0.9766,0.1232,0.9825
365,0.3284,1.0000,0.1232,0.9825
366,0.1093,1.0000,0.122,0.9883
367,0.3705,0.9649,0.1220,0.9883
368,0.1029,0.9984,0.1215,0.9883
369,0.3647,0.9591,0.1215,0.9883
370,0.1052,0.9984,0.1209,0.9883
371,0.3379,0.9357,0.1209,0.9883
372,0.1069,1.0000,0.1203,0.9883
373,0.3322,0.9591,0.1203,0.9883
374,0.1083,1.0000,0.1193,0.9883
375,0.3092,0.9591,0.1193,0.9883
376,0.1043,1.0000,0.1187,0.9883
377,0.3002,0.9649,0.1187,0.9883
378,0.1075,1.0000,0.1181,0.9883
379,0.2878,0.9649,0.1181,0.9883
380,0.1056,1.0000,0.1162,0.9883
381,0.2845,0.9649,0.1162,0.9883
382,0.1019,1.0000,0.1203,0.9883
383,0.2707,0.9649,0.1203,0.9883
384,0.1019,1.0000,0.1187,0.9883
385,0.2707,0.9649,0.1187,0.9883
386,0.1051,1.0000,0.1178,0.9883
387,0.2723,0.9591,0.1178,0.9825
388,0.1045,1.0000,0.1158,0.9825
389,0.2286,0.9649,0.1158,0.9825
390,0.1045,1.0000,0.1152,0.9825
391,0.2286,0.9649,0.1152,0.9825
392,0.1037,0.9968,0.1175,0.9825
393,0.2191,0.9591,0.1175,0.9825
394,0.1037,1.0000,0.1153,0.9825
395,0.2191,0.9591,0.1153,0.9825
396,0.1033,1.0000,0.1146,0.9825
397,0.225,0.9591,0.1146,0.9825
398,0.1033,1.0000,0.1145,0.9883
399,0.2250,0.9591,0.1145,0.9883
400,0.1106,1.0000,0.1223,0.9883
401,0.1917,0.9532,0.1223,0.9883
402,0.1106,1.0000,0.1213,0.9883
403,0.1917,0.9649,0.1213,0.9883
404,0.1003,0.9937,0.121,0.9883
405,0.1824,0.9649,0.1210,0.9883
406,0.1003,0.9984,0.1201,0.9883
407,0.1824,0.9649,0.1201,0.9883
408,0.1016,1.0000,0.1163,0.9883
409,0.1854,0.9532,0.1163,0.9883
410,0.1016,1.0000,0.1161,0.9883
411,0.1854,0.9357,0.1161,0.9883
412,0.1033,1.0000,0.1154,0.9883
413,0.2386,0.9415,0.1154,0.9883
414,0.1075,1.0000,0.1146,0.9883
415,0.2385,0.9474,0.1146,0.9883
416,0.1031,1.0000,0.1144,0.9883
417,0.2179,0.9474,0.1144,0.9883
418,0.0996,1.0000,0.1143,0.9883
419,0.2071,0.9415,0.1143,0.9825
420,0.0983,1.0000,0.1137,0.9825
421,0.2015,0.9415,0.1137,0.9825
422,0.1057,1.0000,0.1131,0.9825
423,0.2114,0.9415,0.1131,0.9825
424,0.0973,0.9984,0.1129,0.9825
425,0.2158,0.9415,0.1129,0.9825
426,0.1003,0.9984,0.1144,0.9825
427,0.2169,0.9532,0.1142,0.9825
428,0.1035,0.9905,0.1137,0.9825
429,0.2088,0.9415,0.1136,0.9825
430,0.0995,1.0000,0.1137,0.9825
431,0.2218,0.9415,0.1150,0.9825
432,0.1002,0.9984,0.1145,0.9825
433,0.1982,0.9357,0.1139,0.9825
434,0.0993,0.9937,0.1149,0.9825
435,0.1977,0.9298,0.1147,0.9825
436,0.1030,0.9984,0.1153,0.9825
437,0.2381,0.9474,0.1146,0.9825
438,0.0993,0.9984,0.1146,0.9825
439,0.2292,0.9357,0.1146,0.9825
440,0.0973,1.0000,0.1141,0.9825
441,0.2198,0.9415,0.1103,0.9825
442,0.1012,1.0000,0.1103,0.9825
443,0.2299,0.9415,0.1096,0.9825
444,0.0984,1.0000,0.1096,0.9825
445,0.2433,0.9474,0.1105,0.9825
446,0.0969,1.0000,0.1105,0.9825
447,0.2342,0.9415,0.1107,0.9825
448,0.1113,1.0000,0.1107,0.9825
449,0.1910,0.9474,0.1077,0.9825
450,0.0997,1.0000,0.1077,0.9825
451,0.2140,0.9474,0.1082,0.9825
452,0.0972,1.0000,0.1082,0.9825
453,0.2387,0.9415,0.1089,0.9825
454,0.0973,1.0000,0.1086,0.9825
455,0.2610,0.9357,0.1086,0.9825
456,0.0951,1.0000,0.1103,0.9825
457,0.2622,0.9415,0.111,0.9825
458,0.0964,1.0000,0.1110,0.9825
459,0.2406,0.9532,0.111,0.9825
460,0.0965,1.0000,0.1110,0.9825
461,0.2713,0.9532,0.1114,0.9825
462,0.1008,1.0000,0.1114,0.9825
463,0.2630,0.9532,0.1117,0.9825
464,0.0939,0.9984,0.1117,0.9825
465,0.2674,0.9984,0.1117,0.9825
466,0.0948,0.9357,0.1117,0.9825
467,0.3231,0.9968,0.1105,0.9825
468,0.0984,0.9298,0.1105,0.9825
469,0.2420,0.9968,0.1107,0.9825
470,0.1014,0.9474,0.1107,0.9825
471,0.2615,1.0000,0.111,0.9825
472,0.1132,0.9591,0.1110,0.9825
473,0.2683,0.9984,0.1107,0.9825
474,0.0984,0.9591,0.1107,0.9825
475,0.2445,1.0000,0.109,0.9825
476,0.0959,0.9591,0.1090,0.9825
477,0.3003,1.0000,0.108,0.9825
478,0.1144,0.9591,0.1080,0.9825
479,0.3167,1.0000,0.1076,0.9825
480,0.0993,0.9591,0.1076,0.9825
481,0.2335,0.9984,0.106,0.9825
482,0.0951,0.9984,0.1060,0.9825
483,0.2234,0.9591,0.1064,0.9825
484,0.0949,1.0000,0.1064,0.9825
485,0.2153,1.0000,0.1065,0.9825
486,0.0921,0.9649,0.1065,0.9825
487,0.2094,0.9921,0.1069,0.9825
488,0.0947,0.9921,0.1069,0.9825
489,0.2007,0.9649,0.1067,0.9825
490,0.0976,1.0000,0.1067,0.9825
491,0.2037,1.0000,0.1068,0.9825
492,0.0902,0.9649,0.1068,0.9825
493,0.2007,1.0000,0.1074,0.9825
494,0.0933,1.0000,0.1074,0.9825
495,0.2304,0.9708,0.1069,0.9825
496,0.0928,0.9984,0.1069,0.9825
497,0.2215,0.9984,0.1066,0.9825
498,0.0944,0.9708,0.1066,0.9825
499,0.2095,1.0000,0.1057,0.9825
500,0.0948,1.0000,0.1057,0.9825
